m_name,m_surname,m_email,m_birth_year,m_birth_month,m_birth_day,m_group,m_rating,m_phone_number
Євгенія,Авраменко,yevheniya.avramenko9@student.org,2001,11,28,OOK-85,36.34,38(099)65-80-234
Наталія,Левченко,nataliya.levchenko34@student.org,1967,12,31,EDJ-33,91.04,38(093)88-65-255
Олена,Руденко,olena.rudenko30@student.org,1989,5,29,AOV-43,61.0,38(050)45-61-129
Михайло,Костенко,mykhaylo.kostenko20@student.org,1961,3,22,CQD-73,58.14,38(066)94-84-553
Любов,Литвин,lyubov.lytvyn@student.org,1953,9,16,TEN-97,89.96,38(098)80-94-727
Оксана,Михайленко,oksana.mykhaylenko8@student.org,1988,11,27,BCS-56,40.06,38(097)69-44-438
Максим,Білоус,maksym.bilous26@student.org,1955,8,8,QXQ-62,24.07,38(067)89-42-820
Сергій,Гордієнко,serhiy.hordiyenko29@student.org,1988,7,25,MPD-98,39.24,38(066)31-40-352
Катерина,Ковальчук,kateryna.kovalchuk17@student.org,1979,7,13,XXC-38,0.3,38(073)38-82-205
Роман,Коваленко,roman.kovalenko44@student.org,1952,12,5,QPD-81,29.76,38(063)36-19-579
Михайло,Ковальчук,mykhaylo.kovalchuk5@student.org,1965,3,9,PLJ-22,44.9,38(066)42-76-658
Надія,Скрипка,nadiya.skrypka4@student.org,1956,6,28,JIE-68,58.57,38(066)35-95-662
Інна,Демченко,inna.demchenko28@student.org,2003,11,29,FHR-78,12.74,38(093)92-68-307
Євгенія,Зайцев,yevheniya.zaytsev15@student.org,1974,11,10,MYB-15,26.67,38(099)30-69-945
Ірина,Гриценко,iryna.hrytsenko25@student.org,1966,6,6,EZY-88,1.0,38(096)42-67-214
Костянтин,Іваненко,kostyantyn.ivanenko3@student.org,2002,11,3,KTG-37,77.19,38(063)60-46-274
Наталія,Петренко,nataliya.petrenko8@student.org,2005,7,17,CXL-75,90.89,38(050)57-35-712
Любов,Іваненко,lyubov.ivanenko33@student.org,1980,6,2,WRP-13,28.72,38(096)94-38-486
Володимир,Романенко,volodymyr.romanenko35@student.org,1952,7,27,ZCR-92,21.32,38(068)87-56-624
Сергій,Макаренко,serhiy.makarenko2@student.org,1978,5,1,YQO-30,4.39,38(097)14-91-264
Віктор,Лисенко,viktor.lysenko16@student.org,1987,10,29,IHA-49,7.63,38(097)71-78-773
Максим,Марченко,maksym.marchenko27@student.org,1957,9,25,GZG-93,55.68,38(099)17-91-512
Максим,Руденко,maksym.rudenko3@student.org,1998,11,23,CLX-14,77.62,38(095)72-79-735
Вікторія,Стельмах,viktoriya.stelmakh20@student.org,1971,10,14,RQG-36,30.73,38(098)92-61-281
Остап,Рибак,ostap.rybak37@student.org,1970,7,5,CAV-29,25.94,38(063)87-13-766
Павло,Левченко,pavlo.levchenko5@student.org,1955,10,11,GHA-14,38.13,38(068)25-45-360
Іван,Шевчук,ivan.shevchuk1@student.org,1999,4,5,TKF-83,78.79,38(095)23-83-184
Ганна,Руденко,hanna.rudenko@student.org,2001,10,26,HGJ-39,98.09,38(063)66-27-938
Любов,Скрипка,lyubov.skrypka26@student.org,1954,10,26,CXH-54,51.37,38(066)48-82-515
Оксана,Ковальчук,oksana.kovalchuk14@student.org,1956,8,29,RVV-58,96.85,38(066)73-37-650
Ірина,Марченко,iryna.marchenko19@student.org,2010,3,1,DHI-18,84.5,38(050)66-93-588
Остап,Панченко,ostap.panchenko20@student.org,2002,4,20,VYC-70,86.93,38(066)38-29-221
Костянтин,Романенко,kostyantyn.romanenko17@student.org,1965,7,3,GMQ-74,90.37,38(067)34-83-502
Інна,Коваль,inna.koval30@student.org,1959,1,31,CDL-61,62.18,38(067)16-96-499
Юрій,Іваненко,yuriy.ivanenko28@student.org,2004,9,21,BAV-54,4.97,38(096)13-76-110
Тарас,Ковальчук,taras.kovalchuk4@student.org,1977,8,7,ZZP-48,32.27,38(066)64-70-345
Світлана,Макаренко,svitlana.makarenko35@student.org,1968,6,21,GFI-92,21.63,38(095)93-62-761
Ірина,Демченко,iryna.demchenko@student.org,1980,11,9,FBM-40,20.66,38(095)64-26-239
Ігор,Ткаченко,ihor.tkachenko1@student.org,1958,7,12,IYJ-53,14.98,38(095)63-35-967
Ярослав,Бойко,yaroslav.boyko26@student.org,1966,5,18,BCB-70,54.73,38(050)24-71-361
Станіслав,Шаповал,stanislav.shapoval8@student.org,1959,8,3,LGL-28,51.2,38(095)45-63-124
Петро,Козлов,petro.kozlov22@student.org,1987,7,12,MTA-98,72.07,38(098)80-78-396
Андрій,Козлов,andriy.kozlov@student.org,1950,7,29,HDL-37,7.73,38(097)30-18-905
Дмитро,Гончаренко,dmytro.honcharenko22@student.org,1992,6,25,NRA-83,46.78,38(093)64-41-714
Лілія,Макаренко,liliya.makarenko17@student.org,1989,12,7,IDL-49,24.71,38(068)69-64-305
Лілія,Шевченко,liliya.shevchenko10@student.org,1955,4,16,BZX-35,43.9,38(073)47-73-235
Ігор,Савченко,ihor.savchenko21@student.org,1959,7,25,OJW-11,40.14,38(095)62-13-230
Ганна,Ковальчук,hanna.kovalchuk@student.org,1959,2,27,MZL-99,71.7,38(098)17-88-654
Марія,Демченко,mariya.demchenko41@student.org,1998,7,1,BFD-66,5.06,38(093)86-79-184
Валентина,Литвин,valentyna.lytvyn41@student.org,1976,10,22,DYW-54,73.82,38(068)82-19-602
Світлана,Марченко,svitlana.marchenko21@student.org,1975,4,13,XMQ-18,68.84,38(068)11-75-588
Вікторія,Білоус,viktoriya.bilous9@student.org,1961,3,23,VAG-58,86.11,38(073)11-90-498
Алла,Лебедь,alla.lebed2@student.org,1998,8,27,UOC-57,11.6,38(096)90-77-719
Олена,Лебедь,olena.lebed22@student.org,1956,7,11,VWH-68,30.47,38(093)16-55-988
Юлія,Павленко,yuliya.pavlenko3@student.org,1971,3,24,SNF-32,26.22,38(050)80-23-881
Наталія,Ковальчук,nataliya.kovalchuk45@student.org,1979,5,18,FOD-76,16.78,38(097)64-25-308
Андрій,Цимбал,andriy.tsymbal27@student.org,1990,10,2,QHU-23,5.85,38(068)84-73-526
Тарас,Авраменко,taras.avramenko32@student.org,1993,10,30,FUX-87,2.1,38(098)34-39-522
Ірина,Гайдук,iryna.hayduk16@student.org,1958,9,5,HZJ-42,55.14,38(068)59-88-627
Костянтин,Рибак,kostyantyn.rybak31@student.org,1993,6,24,WFZ-16,90.72,38(068)80-15-318
Алла,Рибак,alla.rybak7@student.org,1990,8,23,MEF-64,22.45,38(066)53-14-361
Роман,Мельник,roman.melnyk10@student.org,1954,6,29,WQD-67,22.27,38(068)41-76-586
Вікторія,Демченко,viktoriya.demchenko11@student.org,1966,2,22,VHY-90,17.49,38(050)40-90-311
Олександр,Павленко,oleksandr.pavlenko31@student.org,1994,12,21,DMI-43,61.05,38(097)84-27-801
Галина,Романенко,halyna.romanenko31@student.org,1952,10,23,OPH-12,80.52,38(073)90-84-801
Олександр,Омельченко,oleksandr.omelchenko6@student.org,1976,4,4,GKV-64,84.32,38(066)18-78-405
Вікторія,Козлов,viktoriya.kozlov30@student.org,2005,5,2,BPB-17,35.23,38(099)96-14-468
Галина,Лебедь,halyna.lebed8@student.org,1965,8,27,BVL-74,22.38,38(093)27-14-608
Станіслав,Новік,stanislav.novik33@student.org,1950,11,7,HEK-28,66.88,38(099)71-72-534
Лілія,Мельник,liliya.melnyk21@student.org,1961,10,11,MED-36,56.95,38(093)66-99-113
Світлана,Шаповал,svitlana.shapoval18@student.org,1978,10,5,XSH-42,53.98,38(073)34-33-332
Петро,Василенко,petro.vasylenko15@student.org,1956,3,16,SQX-89,72.27,38(095)20-60-986
Григорій,Омельченко,hryhoriy.omelchenko29@student.org,1961,2,16,NDU-34,2.98,38(095)37-44-363
Ігор,Іваненко,ihor.ivanenko15@student.org,1971,12,29,ZXF-89,35.17,38(095)52-80-364
Станіслав,Гриценко,stanislav.hrytsenko11@student.org,1974,2,3,ZMI-70,33.06,38(095)59-61-750
Михайло,Дорошенко,mykhaylo.doroshenko@student.org,1951,7,2,SQY-98,57.34,38(099)31-34-487
Тарас,Демченко,taras.demchenko36@student.org,1991,10,4,YQW-45,9.8,38(050)63-79-345
Валентина,Коваль,valentyna.koval6@student.org,1954,8,9,TDT-16,17.88,38(063)18-80-932
Роман,Гриценко,roman.hrytsenko93@student.org,1969,2,26,LUU-10,22.73,38(067)70-41-141
Василь,Скрипка,vasyl.skrypka27@student.org,1960,8,29,ZTA-13,18.06,38(063)78-20-518
Іван,Панченко,ivan.panchenko6@student.org,1986,5,10,GMZ-76,56.04,38(050)73-32-544
Денис,Романенко,denys.romanenko16@student.org,1953,10,21,YIW-82,93.26,38(050)24-49-567
Андрій,Петренко,andriy.petrenko36@student.org,1993,1,24,OLU-72,51.25,38(063)44-58-388
Ярослав,Шевчук,yaroslav.shevchuk14@student.org,2007,7,25,YZN-80,65.8,38(095)24-65-382
Максим,Макаренко,maksym.makarenko3@student.org,2006,6,9,YJP-43,95.96,38(066)55-97-250
Юлія,Макаренко,yuliya.makarenko24@student.org,1969,10,5,DQL-64,69.19,38(097)28-91-178
Наталія,Іваненко,nataliya.ivanenko8@student.org,1984,12,19,HEG-68,80.65,38(099)61-78-572
Юлія,Руденко,yuliya.rudenko9@student.org,1997,9,17,YOV-95,99.46,38(095)98-70-535
Вікторія,Савченко,viktoriya.savchenko27@student.org,2006,2,1,CVM-89,22.75,38(093)87-15-483
Костянтин,Никоненко,kostyantyn.nykonenko15@student.org,1996,4,5,QUZ-22,29.45,38(073)11-30-551
Валентина,Никоненко,valentyna.nykonenko35@student.org,1982,12,30,NCL-76,54.85,38(050)60-64-118
Світлана,Омельченко,svitlana.omelchenko23@student.org,2006,11,26,CBS-42,53.27,38(093)51-16-436
Лілія,Цимбал,liliya.tsymbal31@student.org,1980,12,15,WJJ-27,16.01,38(097)42-78-936
Андрій,Марченко,andriy.marchenko13@student.org,1994,7,1,MGT-99,92.16,38(097)66-54-478
Віктор,Кузьменко,viktor.kuzmenko30@student.org,1957,7,3,MSX-36,62.55,38(067)20-10-160
Юлія,Шевченко,yuliya.shevchenko31@student.org,2004,10,26,LNW-70,90.48,38(095)90-73-572
Віктор,Коваль,viktor.koval8@student.org,2006,10,14,IYT-95,36.24,38(095)81-73-935
Тарас,Михайленко,taras.mykhaylenko15@student.org,2005,12,29,NSE-76,30.51,38(095)11-85-824
Володимир,Рибак,volodymyr.rybak30@student.org,1975,9,3,OYY-63,49.69,38(096)27-98-803
Федір,Іваненко,fedir.ivanenko1@student.org,1975,10,13,NVR-96,44.66,38(063)41-44-259
Василь,Гончаренко,vasyl.honcharenko20@student.org,1964,9,24,IGA-50,28.04,38(067)58-83-700
Наталія,Поліщук,nataliya.polishchuk8@student.org,2010,12,9,ETT-93,33.36,38(068)45-68-592
Анна,Іваненко,anna.ivanenko23@student.org,1953,10,19,XRA-59,6.18,38(098)77-45-190
Світлана,Руденко,svitlana.rudenko13@student.org,1982,10,4,TYQ-74,88.78,38(098)45-36-873
Максим,Василенко,maksym.vasylenko37@student.org,2009,6,25,LOC-45,95.8,38(073)59-48-640
Лілія,Шаповал,liliya.shapoval5@student.org,1994,7,16,QWU-10,79.99,38(050)39-13-965
Володимир,Шаповал,volodymyr.shapoval17@student.org,1981,5,14,UVR-69,4.5,38(068)92-11-585
Любов,Козлов,lyubov.kozlov27@student.org,2010,11,5,XKB-28,53.81,38(097)36-60-936
Юрій,Лисенко,yuriy.lysenko11@student.org,1990,2,1,EKF-82,88.18,38(066)51-30-690
Оксана,Зайцев,oksana.zaytsev31@student.org,2000,3,21,AIB-70,51.87,38(050)33-17-789
Лариса,Левченко,larysa.levchenko22@student.org,1954,8,27,IAX-64,11.59,38(066)25-24-921
Вікторія,Рибак,viktoriya.rybak33@student.org,1958,1,27,LKZ-76,56.01,38(099)92-87-898
Лілія,Василенко,liliya.vasylenko14@student.org,1955,5,8,YJP-43,63.63,38(063)85-84-447
Катерина,Захарченко,kateryna.zakharchenko13@student.org,1998,3,29,VAO-63,99.2,38(067)78-65-422
Богдан,Цимбал,bohdan.tsymbal23@student.org,1982,5,15,FMV-89,7.92,38(099)32-65-201
Денис,Гончаренко,denys.honcharenko50@student.org,1951,9,8,BBT-60,38.94,38(098)47-23-295
Максим,Гончаренко,maksym.honcharenko12@student.org,1984,5,6,ZXE-12,72.79,38(093)94-76-153
Любов,Литвин,lyubov.lytvyn42@student.org,1965,9,19,BJX-72,53.05,38(066)70-70-154
Ярослав,Мельник,yaroslav.melnyk34@student.org,1965,2,11,LJF-34,66.35,38(096)99-58-833
Анна,Кузьменко,anna.kuzmenko18@student.org,1983,6,13,QJZ-38,53.77,38(050)58-37-895
Марія,Зайцев,mariya.zaytsev25@student.org,1996,6,21,IDC-38,10.94,38(093)75-86-192
Максим,Петренко,maksym.petrenko32@student.org,1960,6,7,KMP-10,88.08,38(066)19-25-929
Роман,Зайцев,roman.zaytsev29@student.org,1980,10,4,GIR-20,13.29,38(096)91-29-542
Анна,Коваленко,anna.kovalenko19@student.org,1963,1,3,FRW-16,72.39,38(099)42-34-385
Ганна,Литвин,hanna.lytvyn32@student.org,1951,1,2,KMT-75,89.19,38(050)59-24-630
Артем,Павленко,artem.pavlenko21@student.org,1970,3,31,VGD-51,17.44,38(068)24-98-889
Галина,Гордієнко,halyna.hordiyenko20@student.org,1950,10,19,GLS-59,91.69,38(098)33-46-861
Юрій,Цимбал,yuriy.tsymbal34@student.org,1961,9,1,XGV-38,68.36,38(050)10-74-301
Павло,Поліщук,pavlo.polishchuk4@student.org,1967,11,18,VJH-55,20.75,38(067)74-63-767
Іван,Коваль,ivan.koval8@student.org,1997,5,29,WUN-96,97.3,38(063)34-76-243
Євгенія,Бойко,yevheniya.boyko15@student.org,1951,11,19,LHB-53,35.51,38(095)40-58-542
Богдан,Новік,bohdan.novik12@student.org,2008,2,26,MFD-36,85.07,38(067)91-90-927
Василь,Авраменко,vasyl.avramenko18@student.org,1995,6,29,NIJ-37,92.41,38(050)92-69-345
Інна,Руденко,inna.rudenko37@student.org,1952,10,15,ZMK-51,21.39,38(068)64-21-440
Євгенія,Авраменко,yevheniya.avramenko34@student.org,1979,11,11,BFG-57,40.11,38(096)56-43-120
Остап,Стельмах,ostap.stelmakh15@student.org,1991,10,16,ORC-55,45.59,38(066)84-31-811
Людмила,Руденко,lyudmyla.rudenko23@student.org,1983,3,13,ZVZ-60,63.15,38(050)16-36-200
Костянтин,Скрипка,kostyantyn.skrypka22@student.org,1956,7,30,MFJ-28,85.99,38(098)53-17-784
Петро,Павленко,petro.pavlenko10@student.org,1965,10,18,GJP-99,97.53,38(096)12-86-379
Юрій,Михайленко,yuriy.mykhaylenko11@student.org,1962,11,28,XOX-32,62.59,38(096)96-60-705
Марія,Петренко,mariya.petrenko32@student.org,1975,1,26,WTU-82,98.41,38(050)40-97-321
Анна,Лебедь,anna.lebed14@student.org,1973,6,14,IPF-24,79.92,38(095)10-98-633
Лариса,Гладко,larysa.hladko13@student.org,1988,8,25,XSL-92,12.76,38(096)29-46-902
Михайло,Зайцев,mykhaylo.zaytsev8@student.org,1961,2,4,QMJ-52,20.89,38(067)56-52-278
Богдан,Литвин,bohdan.lytvyn39@student.org,1965,4,27,UPJ-49,7.38,38(068)11-70-909
Василь,Петренко,vasyl.petrenko33@student.org,2004,9,13,AWJ-64,79.95,38(063)43-71-725
Світлана,Кравченко,svitlana.kravchenko12@student.org,1976,11,9,FRW-16,86.24,38(066)91-37-841
Віталій,Поліщук,vitaliy.polishchuk27@student.org,1982,3,20,URE-55,24.27,38(073)35-69-154
Петро,Лисенко,petro.lysenko25@student.org,1950,6,19,GFN-99,56.23,38(096)27-80-773
Інна,Романенко,inna.romanenko21@student.org,1996,6,30,YDF-37,20.95,38(063)84-85-709
Віктор,Ткаченко,viktor.tkachenko12@student.org,1960,5,6,RRO-73,16.98,38(095)82-63-940
Федір,Скрипка,fedir.skrypka@student.org,1974,6,11,ZEI-90,85.51,38(066)32-17-702
Тетяна,Романенко,tetyana.romanenko29@student.org,1965,3,8,BSQ-40,39.36,38(095)50-59-353
Юлія,Ткаченко,yuliya.tkachenko44@student.org,1974,9,8,IQY-14,71.56,38(063)84-64-180
Валентина,Бойко,valentyna.boyko61@student.org,1975,7,31,KFE-49,17.07,38(096)17-69-448
Андрій,Марченко,andriy.marchenko8@student.org,1977,2,9,KZK-79,53.78,38(098)37-35-636
Тарас,Шевченко,taras.shevchenko39@student.org,1994,10,17,ZFE-11,33.81,38(097)81-79-741
Юлія,Король,yuliya.korol6@student.org,1976,1,7,LLO-67,37.78,38(073)71-99-775
Григорій,Петренко,hryhoriy.petrenko27@student.org,1986,6,11,JJZ-86,26.8,38(067)99-31-635
Ярослав,Зайцев,yaroslav.zaytsev24@student.org,1981,9,1,SJQ-61,9.14,38(063)98-89-240
Тарас,Панченко,taras.panchenko24@student.org,1988,5,17,JKA-80,84.06,38(095)45-52-674
Алла,Никоненко,alla.nykonenko20@student.org,1997,5,4,PDS-94,46.18,38(068)35-23-113
Валентина,Гриценко,valentyna.hrytsenko27@student.org,1989,10,8,REZ-46,39.52,38(063)75-26-801
Вера,Гладко,vera.hladko5@student.org,1963,12,19,RGA-36,24.85,38(066)16-23-278
Тарас,Захарченко,taras.zakharchenko31@student.org,1956,3,13,JPA-37,64.6,38(097)66-55-498
Вера,Кравченко,vera.kravchenko2@student.org,1976,3,24,UMH-35,25.43,38(096)75-14-968
Іван,Гайдук,ivan.hayduk11@student.org,1980,3,23,XTS-31,98.26,38(098)67-95-194
Марія,Никоненко,mariya.nykonenko25@student.org,1965,6,25,CLV-69,88.07,38(099)53-28-411
Тарас,Омельченко,taras.omelchenko11@student.org,1966,1,6,BZK-49,66.12,38(096)66-53-885
Артем,Ковальчук,artem.kovalchuk14@student.org,2010,2,9,GSL-11,49.26,38(099)57-16-860
Євгенія,Лебедь,yevheniya.lebed28@student.org,1971,1,12,CVJ-85,57.5,38(097)86-82-141
Михайло,Павленко,mykhaylo.pavlenko15@student.org,1953,10,14,MIR-56,1.76,38(097)81-23-294
Раїса,Коваленко,rayisa.kovalenko34@student.org,1997,10,5,HXJ-37,47.96,38(063)95-25-365
Ярослав,Гайдук,yaroslav.hayduk23@student.org,1953,10,10,DUY-12,18.7,38(050)36-60-515
Галина,Макаренко,halyna.makarenko25@student.org,1970,1,16,CJZ-26,84.45,38(095)62-39-278
Станіслав,Костенко,stanislav.kostenko16@student.org,2000,9,30,HQN-12,67.0,38(068)66-10-675
Павло,Новік,pavlo.novik12@student.org,1965,4,21,TGD-46,75.82,38(068)49-54-199
Катерина,Гладко,kateryna.hladko16@student.org,1970,1,20,HRA-75,50.33,38(050)82-82-591
Марія,Шевченко,mariya.shevchenko35@student.org,1986,9,8,VSF-77,70.67,38(068)23-43-472
Лариса,Бойко,larysa.boyko6@student.org,2005,3,19,RGG-24,97.24,38(063)41-90-434
Богдан,Михайленко,bohdan.mykhaylenko15@student.org,1962,10,11,VGZ-53,64.73,38(068)81-97-349
Ірина,Поліщук,iryna.polishchuk17@student.org,1974,6,7,MZG-58,30.54,38(097)61-55-911
Віталій,Василенко,vitaliy.vasylenko6@student.org,1960,5,19,QIW-88,18.57,38(098)70-27-534
Ігор,Шевчук,ihor.shevchuk11@student.org,1992,4,30,XDG-94,76.71,38(073)41-13-128
Павло,Савченко,pavlo.savchenko24@student.org,1988,4,19,HEG-68,38.64,38(098)85-23-918
Вікторія,Павленко,viktoriya.pavlenko26@student.org,1981,1,25,OKK-10,64.34,38(099)39-95-241
Марія,Козлов,mariya.kozlov3@student.org,1967,1,16,YCJ-65,17.63,38(099)85-70-513
Віктор,Скрипка,viktor.skrypka9@student.org,1961,8,10,HBR-84,85.41,38(098)82-95-311
Богдан,Мельник,bohdan.melnyk9@student.org,2009,4,20,ZUE-56,62.0,38(093)80-97-639
Марія,Кравченко,mariya.kravchenko20@student.org,1955,7,13,FKA-38,41.29,38(097)22-80-713
Володимир,Левченко,volodymyr.levchenko2@student.org,1958,11,29,JSH-11,29.96,38(067)29-99-945
Любов,Василенко,lyubov.vasylenko38@student.org,1978,7,30,OHD-69,0.16,38(098)66-64-357
Станіслав,Козлов,stanislav.kozlov34@student.org,1956,5,8,LQG-43,83.02,38(067)23-58-467
Іван,Мельник,ivan.melnyk13@student.org,1974,6,11,ZKX-53,43.05,38(099)96-36-471
Наталія,Шевченко,nataliya.shevchenko18@student.org,1964,7,25,OFO-14,95.63,38(068)89-47-677
Віктор,Михайленко,viktor.mykhaylenko22@student.org,1953,9,25,SQJ-34,33.62,38(098)66-63-974
Катерина,Коваль,kateryna.koval5@student.org,1951,8,25,IQR-21,46.96,38(066)87-44-427
Роман,Литвин,roman.lytvyn91@student.org,1981,10,3,DWM-63,76.27,38(068)58-97-375
Остап,Коваленко,ostap.kovalenko19@student.org,1976,4,6,UNH-31,6.92,38(093)25-24-690
Андрій,Гончаренко,andriy.honcharenko17@student.org,1963,2,20,XFM-13,70.48,38(067)16-31-859
Інна,Козлов,inna.kozlov28@student.org,1974,10,31,FPM-83,16.87,38(068)43-32-996
Алла,Гончаренко,alla.honcharenko8@student.org,1960,9,10,KGP-68,90.94,38(097)88-11-351
Любов,Рибак,lyubov.rybak29@student.org,2004,7,4,CRS-54,33.53,38(066)81-68-974
Лілія,Авраменко,liliya.avramenko30@student.org,1987,7,26,WCT-29,4.51,38(073)82-37-907
Марія,Білоус,mariya.bilous23@student.org,1990,12,26,SOW-35,60.37,38(067)15-21-140
Віктор,Зайцев,viktor.zaytsev14@student.org,1986,12,10,GWY-71,12.07,38(093)53-35-681
Лариса,Скрипка,larysa.skrypka25@student.org,1961,10,24,QUS-16,10.62,38(097)76-93-523
Марія,Гайдук,mariya.hayduk4@student.org,1976,4,4,MNS-51,76.42,38(099)45-43-403
Григорій,Гриценко,hryhoriy.hrytsenko23@student.org,2008,10,12,EIS-46,3.74,38(073)97-56-889
Іван,Цимбал,ivan.tsymbal36@student.org,1954,9,25,HVM-47,53.95,38(096)16-35-261
Любов,Кузьменко,lyubov.kuzmenko30@student.org,1964,8,23,VAG-58,15.99,38(099)34-11-707
Володимир,Дорошенко,volodymyr.doroshenko31@student.org,1960,9,21,GZK-41,66.39,38(099)68-27-342
Любов,Рибак,lyubov.rybak9@student.org,1986,5,15,UXY-32,5.12,38(063)31-27-981
Дмитро,Петренко,dmytro.petrenko38@student.org,1977,7,19,KBR-82,36.75,38(099)64-84-925
Євгенія,Руденко,yevheniya.rudenko18@student.org,1965,4,21,LQV-82,7.61,38(063)52-40-764
Ярослав,Рибак,yaroslav.rybak18@student.org,2005,12,7,LQV-82,69.76,38(067)43-80-364
Василь,Гладко,vasyl.hladko16@student.org,1957,7,31,SNF-32,5.28,38(098)37-71-486
Іван,Демченко,ivan.demchenko39@student.org,1968,10,13,OVJ-46,2.13,38(063)12-38-590
Максим,Рибак,maksym.rybak16@student.org,1960,12,13,ANS-12,61.3,38(050)90-82-943
Ярослав,Дорошенко,yaroslav.doroshenko16@student.org,1958,9,15,QHI-33,93.19,38(067)11-35-122
Раїса,Король,rayisa.korol14@student.org,1971,10,1,GTZ-11,0.07,38(099)58-87-744
Вера,Рибак,vera.rybak36@student.org,2006,12,5,ALQ-41,47.46,38(099)29-67-966
Федір,Марченко,fedir.marchenko14@student.org,1982,6,28,GQB-11,17.43,38(099)76-39-382
Людмила,Гайдук,lyudmyla.hayduk3@student.org,1991,6,6,IAJ-70,66.16,38(099)63-25-125
Любов,Гайдук,lyubov.hayduk17@student.org,1956,10,17,EKY-48,25.89,38(099)58-54-468
Роман,Ткаченко,roman.tkachenko2@student.org,1994,12,25,KFS-31,21.81,38(067)12-94-388
Віктор,Скрипка,viktor.skrypka7@student.org,2004,11,24,YIA-43,0.15,38(050)31-82-728
Роман,Романенко,roman.romanenko79@student.org,1951,7,29,HUD-69,31.98,38(063)45-90-167
Тетяна,Петренко,tetyana.petrenko6@student.org,1955,4,20,PLP-30,21.4,38(073)11-30-179
Олена,Зайцев,olena.zaytsev16@student.org,1953,12,2,TLC-92,90.54,38(073)79-37-231
Сергій,Лисенко,serhiy.lysenko@student.org,1973,3,20,WTU-82,71.09,38(096)16-27-522
Роман,Ткаченко,roman.tkachenko22@student.org,1991,5,23,WBE-48,90.35,38(063)70-30-248
Григорій,Гордієнко,hryhoriy.hordiyenko@student.org,1982,5,30,OOK-85,96.05,38(068)60-82-802
Лілія,Петренко,liliya.petrenko31@student.org,1999,11,29,TGD-46,43.6,38(073)17-26-617
Тетяна,Руденко,tetyana.rudenko32@student.org,1964,10,26,CAV-22,61.21,38(098)37-48-476
Ігор,Михайленко,ihor.mykhaylenko1@student.org,1966,10,17,QST-29,25.69,38(099)61-37-234
Роман,Павленко,roman.pavlenko48@student.org,1975,2,28,KPN-18,61.03,38(068)98-80-850
Алла,Зайцев,alla.zaytsev21@student.org,2006,1,31,FEV-47,41.01,38(063)39-69-942
Юлія,Савченко,yuliya.savchenko40@student.org,1977,5,2,FWA-78,73.13,38(050)99-40-681
Юрій,Коваленко,yuriy.kovalenko3@student.org,1984,2,23,PGD-98,4.12,38(096)53-68-221
Павло,Ткаченко,pavlo.tkachenko4@student.org,1996,3,20,VOZ-89,71.17,38(066)59-83-666
Віктор,Бойко,viktor.boyko30@student.org,2008,9,5,VBF-16,89.37,38(067)19-87-511
Оксана,Руденко,oksana.rudenko8@student.org,1990,12,20,IGA-50,18.69,38(063)58-83-533
Олександр,Михайленко,oleksandr.mykhaylenko35@student.org,2002,5,28,MBE-55,73.97,38(097)83-59-615
Денис,Шаповал,denys.shapoval25@student.org,1952,5,11,BGV-92,57.66,38(068)20-93-879
Павло,Зайцев,pavlo.zaytsev39@student.org,1999,10,1,OJN-28,36.56,38(095)20-39-642
Ірина,Никоненко,iryna.nykonenko29@student.org,1971,12,10,CDS-58,85.98,38(066)20-82-700
Валентина,Романенко,valentyna.romanenko29@student.org,1988,2,8,HRW-44,98.46,38(095)80-80-993
Євгенія,Скрипка,yevheniya.skrypka15@student.org,2010,5,9,OSQ-22,88.52,38(095)54-37-255
Ярослав,Козлов,yaroslav.kozlov25@student.org,1982,12,23,ROA-13,39.18,38(096)54-42-976
Євгенія,Зайцев,yevheniya.zaytsev28@student.org,1954,4,1,XRI-83,99.12,38(095)38-19-392
Артем,Никоненко,artem.nykonenko3@student.org,1995,2,19,WQK-52,33.7,38(063)44-68-424
Раїса,Зайцев,rayisa.zaytsev7@student.org,1999,6,22,GQP-58,83.04,38(050)35-88-696
Галина,Ковальчук,halyna.kovalchuk41@student.org,1996,5,12,VYJ-77,51.07,38(068)47-13-202
Вера,Шевченко,vera.shevchenko15@student.org,1976,9,15,LFW-94,74.25,38(050)29-47-854
Ярослав,Козлов,yaroslav.kozlov10@student.org,2002,11,25,IQK-66,18.35,38(063)21-70-811
Євгенія,Білоус,yevheniya.bilous32@student.org,1969,10,10,PAK-57,4.21,38(067)66-73-591
Олександр,Никоненко,oleksandr.nykonenko1@student.org,1989,10,3,XDZ-65,49.07,38(066)42-39-273
Лариса,Скрипка,larysa.skrypka42@student.org,1999,4,30,QWH-70,33.2,38(050)76-77-202
Інна,Макаренко,inna.makarenko12@student.org,1996,3,30,MEF-64,28.4,38(099)92-47-775
Василь,Савченко,vasyl.savchenko13@student.org,1963,9,10,RIB-13,96.84,38(063)91-48-957
Олександр,Козлов,oleksandr.kozlov24@student.org,1991,6,21,JVX-90,38.28,38(063)82-13-703
Вера,Король,vera.korol30@student.org,1950,9,26,CUV-46,98.76,38(096)68-60-901
Ірина,Демченко,iryna.demchenko22@student.org,1987,6,10,RGG-24,53.39,38(097)25-41-661
Валентина,Гладко,valentyna.hladko7@student.org,1968,2,12,VZL-84,79.19,38(093)26-49-556
